id_product;id_manufacturer;online_only;reference
1999990658;0;0;931814040
1999990659;0;0;931808080
1999990660;0;0;931810060
1999990661;0;0;931806120
1999990662;0;0;931812065
1999990663;0;0;931808090
1999990664;0;0;931808100
1999990665;0;0;931814045
1999990666;0;0;931812040
1999990667;0;0;931812060
1999990668;0;0;931810070
1999990669;0;0;931812070
1999990670;0;0;931812050
1999990671;0;0;931808110
1999990672;0;0;931808120
1999990673;0;0;931810080
1999990674;0;0;931810090
1999990675;0;0;931808130
1999990676;0;0;931808160
1999990677;0;0;931810110
1999990678;0;0;931808150
1999990679;0;0;931812080
1999990680;0;0;931810100
1999990681;0;0;931810130
1999990682;0;0;931812100
1999990683;0;0;931814060
1999990684;0;0;931810120
1999990685;0;0;931814050
1999990686;0;0;931812090
1999990687;0;0;931816060
1999990688;0;0;931814090
1999990689;0;0;931816070
1999990690;0;0;931814100
1999990691;0;0;931810160
1999990692;0;0;931816050
1999990693;0;0;931810140
1999990694;0;0;931814070
1999990696;0;0;931812110
1999990697;0;0;931810150
1999990698;0;0;931816090
1999990699;0;0;931812120
1999990700;0;0;931814080
1999990701;0;0;931812140
1999990702;0;0;931814120
1999990703;0;0;931812130
1999990704;0;0;931818060
1999990705;0;0;931818070
1999990706;0;0;931818050
1999990707;0;0;931814110
1999990708;0;0;931816080
1999990709;0;0;931814160
1999990710;0;0;931816100
1999990711;0;0;931816120
1999990712;0;0;931814180
1999990713;0;0;931818080
1999990714;0;0;931816130
1999990715;0;0;931814130
1999990716;0;0;931822070
1999990717;0;0;931814140
1999990718;0;0;931820060
1999990719;0;0;931818110
1999990720;0;0;931820110
1999990721;0;0;931824060
1999990722;0;0;931822090
1999990723;0;0;931818090
1999990724;0;0;931816110
1999990725;0;0;931820070
1999990726;0;0;931824090
1999990727;0;0;931816140
1999990728;0;0;931820080
1999990729;0;0;931820090
1999990730;0;0;931822080
1999990731;0;0;931818180
1999990732;0;0;931822110
1999990733;0;0;931816160
1999990734;0;0;931818100
1999990735;0;0;931816150
1999990736;0;0;931818120
1999990737;0;0;931816200
1999990738;0;0;931822100
1999990739;0;0;931822060
1999990740;0;0;931820140
1999990741;0;0;931820120
1999990742;0;0;931818160
1999990743;0;0;931820100
1999990744;0;0;931818140
1999990745;0;0;931820130
1999990746;0;0;931818130
1999990747;0;0;931824120
1999990748;0;0;931824100
1999990749;0;0;931818150
1999990750;0;0;931820170
1999990751;0;0;931824130
1999990752;0;0;931824080
1999990753;0;0;931816180
1999990754;0;0;931824110
1999990755;0;0;931824140
1999990756;0;0;931820150
1999990757;0;0;931822140
1999990758;0;0;931822150
1999990759;0;0;931820160
1999990760;0;0;931824160
1999990761;0;0;931818170
1999990762;0;0;931822180
1999990763;0;0;931824170
1999990764;0;0;931822120
1999990765;0;0;931824150
1999990766;0;0;931820180
1999990767;0;0;931822160
1999990768;0;0;017800900043
1999990769;0;0;017800900042
1999990770;0;0;017800900287
1999990771;0;0;017800900048
1999990772;0;0;017800900047
1999990773;0;0;017800900279
1999990774;0;0;203000025803
1999990775;0;0;203000025804
1999990776;0;0;203000025805
1999990777;0;0;203000025806
1999990778;0;0;203000025807
1999990779;0;0;203000025808
1999990780;0;0;203000025809
1999990781;0;0;203000025810
1999990782;0;0;203000025811
1999990783;0;0;203000025812
1999990784;0;0;203000025814
1999990785;0;0;203000025816
1999990786;0;0;203000025817
1999990787;0;0;203000025818
1999990788;0;0;203000020426
1999990789;0;0;203000020427
1999990790;0;0;203000020428
1999990791;0;0;203000020429
1999990792;0;0;203000020430
1999990793;0;0;203000023983
1999990794;0;0;203000023984
1999990795;0;0;000300900791
1999990796;0;0;000300900790
1999990797;0;0;000300900793
1999990798;0;0;000300900794
1999990839;0;0;933810020
1999990840;0;0;933810025
1999990845;0;0;933810050
1999990846;0;0;933810030
1999990847;0;0;933810040
1999990848;0;0;933810035
1999990849;0;0;933812030
1999990853;0;0;933810060
1999990854;0;0;933812020
1999990855;0;0;933812040
1999990856;0;0;933812050
1999990857;0;0;933812025
1999990859;0;0;933810070
1999990860;0;0;933810080
1999990861;0;0;933814030
1999990862;0;0;933812060
1999990864;0;0;933814040
1999990865;0;0;933812070
1999990866;0;0;933810090
1999990867;0;0;933810100
1999990868;0;0;933814050
1999990869;0;0;933810110
1999990870;0;0;933812080
1999990871;0;0;933814070
1999990872;0;0;933812100
1999990873;0;0;933814060
1999990874;0;0;933816030
1999990875;0;0;933816040
1999990876;0;0;933810120
1999990877;0;0;933812090
1999990878;0;0;933816060
1999990879;0;0;933814080
1999990880;0;0;933816050
1999990881;0;0;933812120
1999990882;0;0;933814055
1999990883;0;0;933816080
1999990884;0;0;933816070
1999990885;0;0;933820050
1999990886;0;0;933814090
1999990887;0;0;933814100
1999990888;0;0;933818050
1999990889;0;0;933818070
1999990890;0;0;933818060
1999990891;0;0;933816090
1999990892;0;0;933820040
1999990893;0;0;933816100
1999990894;0;0;933816110
1999990895;0;0;933818080
1999990896;0;0;933820060
1999990897;0;0;933820070
1999990898;0;0;933818090
1999990899;0;0;933820080
1999990900;0;0;933814120
1999990901;0;0;933820160
1999990902;0;0;933820100
1999990903;0;0;933814140
1999990904;0;0;985800003
1999990905;0;0;985800004
1999990906;0;0;985800005
1999990907;0;0;985800006
1999990908;0;0;985800008
1999990909;0;0;985800010
1999990910;0;0;985800012
1999990911;0;0;985800014
1999990912;0;0;985800016
1999990913;0;0;985800018
1999990914;0;0;985800020
1999990915;0;0;985800022
1999990916;0;0;985800024
1999990917;0;0;985800027
1999990918;0;0;985800030
1999990919;0;0;985800039
1999990920;0;0;203000023591
1999990921;0;0;150500150040
1999990922;0;0;150500150041
1999990923;0;0;150500150042
1999990924;0;0;169300180030
1999990925;0;0;169300180032
1999990926;0;0;203000024092
1999990927;0;0;203000024093
1999990928;0;0;203000024094
1999990929;0;0;203027598
1999990930;0;0;203027993
1999990931;0;0;203000024083
1999990932;0;0;203000024084
1999990933;0;0;203000024085
1999990934;0;0;203000024086
1999990935;0;0;203000026325
1999990936;0;0;203000026326
1999990937;0;0;203000026327
1999990938;0;0;203000026328
1999990939;0;0;050197
1999990940;0;0;050198
1999990941;0;0;050200
1999990942;0;0;203000024111
1999990943;0;0;203000024112
1999990944;0;0;203000024113
1999990945;0;0;203000024114
1999990946;0;0;203000024115
1999990947;0;0;203000024116
1999990948;0;0;053129
1999990950;0;0;203000024024
1999990951;0;0;203000023996
1999990952;0;0;203000023997
1999990953;0;0;203000023999
1999990954;0;0;203000023998
1999990955;0;0;203000024000
1999990956;0;0;203000024002
1999990957;0;0;203000024004
1999990958;0;0;203000024005
1999990959;0;0;203000024007
1999990960;0;0;128910210079
1999990961;0;0;128901017006
1999990962;0;0;128901017009
1999990963;0;0;002800930254
1999990964;0;0;002800930250
1999990965;0;0;002800930253
1999990966;0;0;002800930260
1999990967;0;0;002800930261
1999990968;0;0;223610600006
1999990969;0;0;223600150012
1999990970;0;0;223600150013
1999990971;0;0;223600150014
1999990972;0;0;223600150022
1999990973;0;0;223600150015
1999990974;0;0;223600150016
1999990975;0;0;223600150017
1999990976;0;0;223610600008
1999990977;0;0;223600150023
1999990978;0;0;203000026464
1999990979;0;0;203000026465
1999990980;0;0;130720100
1999990981;0;0;130791770
1999990982;0;0;130791870
1999990983;0;0;130791990
1999990984;0;0;130723130
1999990985;0;0;130791660
1999990986;0;0;130724160
1999990987;0;0;130791880
1999990988;0;0;130791550
1999990989;0;0;130722120
1999990990;0;0;130791440
1999990991;0;0;130725200
1999990992;0;0;130791330
1999990993;0;0;130791025
1999990994;0;0;130791230
1999990995;0;0;B0436257
1999990996;0;0;130791020
1999990997;0;0;203000024324
1999990998;0;0;203000024325
1999990999;0;0;065963
1999991000;0;0;065962
1999991001;0;0;065964
1999991002;0;0;065965
1999991003;0;0;065966
1999991004;0;0;065967
1999991005;0;0;033000940199
1999991006;0;0;033000940200
1999991007;0;0;033000940202
1999991008;0;0;033000940205
1999991009;0;0;033000940206
1999991010;0;0;033000940210
1999991011;0;0;033000940211
1999991012;0;0;033000940212
1999991013;0;0;033000940214
1999991014;0;0;033000940215
1999991015;0;0;033000940220
1999991016;0;0;033000940228
1999991017;0;0;033000940225
1999991018;0;0;033000940229
1999991019;0;0;033000940230
1999991020;0;0;033000940235
1999991021;0;0;033000940240
1999991022;0;0;033000940242
1999991023;0;0;033000940245
1999991024;0;0;033000947091
1999991025;0;0;033000947092
1999991026;0;0;033000947093
1999991027;0;0;033000947094
1999991028;0;0;139000210193
1999991029;0;0;139000210194
1999991030;0;0;139000210195
1999991031;0;0;139000210196
1999991033;0;0;139000210198
1999991034;0;0;139000210199
1999991035;0;0;139000210188
1999991036;0;0;139000210189
1999991037;0;0;139000210190
1999991038;0;0;139000210192
1999991039;0;0;139000210200
1999991040;0;0;139000210201
1999991041;0;0;139000210202
1999991042;0;0;011500210004
1999991043;0;0;011500210005
1999991044;0;0;011500210006
1999991045;0;0;011500210008
1999991046;0;0;011500210010
1999991047;0;0;011500210104
1999991048;0;0;011500210103
1999991049;0;0;011500210105
1999991050;0;0;011500210106
1999991051;0;0;011500210110
1999991052;0;0;011500210108
1999991053;0;0;011500210112
1999991054;0;0;153400860090
1999991055;0;0;153400860091
1999991056;0;0;153400860092
1999991057;0;0;153400860093
1999991058;0;0;153400860094
1999991059;0;0;153400860089
1999991060;0;0;153400860095
1999991061;0;0;799180510
1999991062;0;0;799180508
1999991063;0;0;799180512
1999991064;0;0;799180416
1999991065;0;0;799180412
1999991066;0;0;799180410
1999991067;0;0;799180425
1999991068;0;0;799180612
1999991069;0;0;799180520
1999991070;0;0;799180525
1999991071;0;0;799180420
1999991072;0;0;799180610
1999991073;0;0;799180616
1999991074;0;0;799180430
1999991075;0;0;799180620
1999991076;0;0;799180516
1999991077;0;0;799180530
1999991078;0;0;799180625
1999991079;0;0;799180535
1999991080;0;0;799180630
1999991081;0;0;799180635
1999991082;0;0;799180820
1999991083;0;0;799180640
1999991084;0;0;799180825
1999991085;0;0;799180540
1999991086;0;0;799180830
1999991087;0;0;799180810
1999991088;0;0;799180835
1999991089;0;0;799180650
1999991090;0;0;799180816
1999991091;0;0;799180660
1999991092;0;0;799181020
1999991093;0;0;799180850
1999991094;0;0;799180840
1999991095;0;0;799181025
1999991096;0;0;799180860
1999991097;0;0;799181030
1999991098;0;0;799180845
1999991099;0;0;799181040
1999991100;0;0;799181225
1999991101;0;0;799180870
1999991102;0;0;799181230
1999991103;0;0;799180880
1999991104;0;0;799180670
1999991105;0;0;799181050
1999991106;0;0;799181240
1999991107;0;0;799181060
1999991108;0;0;799181070
1999991109;0;0;799181250
1999991110;0;0;799181260
1999991111;0;0;799180890
1999991112;0;0;799188100
1999991113;0;0;799181290
1999991114;0;0;153400860184
1999991115;0;0;153400860010
1999991116;0;0;153400860011
1999991117;0;0;153400860013
1999991118;0;0;153400860012
1999991119;0;0;153400860014
1999991120;0;0;153400860019
1999991122;0;0;153400860016
1999991123;0;0;153400860018
1999991124;0;0;129917
1999991125;0;0;9367283
1999991126;0;0;9367281
1999991127;0;0;9367284
1999991128;0;0;9367285
1999991129;0;0;9367282
1999991130;0;0;037900940145
1999991131;0;0;037900940150
1999991132;0;0;037900940155
1999991133;0;0;037900940165
1999991134;0;0;037900940175
1999991135;0;0;037900940180
1999991136;0;0;037900940185
1999991137;0;0;037900940190
1999991138;0;0;037900940195
1999991139;0;0;037900940200
1999991140;0;0;037900940210
1999991141;0;0;037900940205
1999991142;0;0;037900940215
1999991143;0;0;163900961074
1999991144;0;0;163900960560
1999991145;0;0;163900960561
1999991146;0;0;163900960562
1999991147;0;0;163900961075
1999991148;0;0;113581
1999991149;0;0;113582
1999991150;0;0;113583
1999991151;0;0;100009210004
1999991152;0;0;100009210005
1999991153;0;0;100009210006
1999991154;0;0;100009210008
1999991155;0;0;100009210007
1999991156;0;0;100009210010
1999991157;0;0;100009210012
1999991158;0;0;100009210014
1999991159;0;0;100009210016
1999991160;0;0;100009210020
1999991161;0;0;100009210018
1999991162;0;0;100009210022
1999991163;0;0;100009210024
1999991164;0;0;100009210025
1999991165;0;0;125800004
1999991166;0;0;125800003
1999991167;0;0;125800005
1999991168;0;0;125800006
1999991169;0;0;125800007
1999991170;0;0;125800008
1999991171;0;0;125800010
1999991172;0;0;125800014
1999991173;0;0;125800012
1999991174;0;0;125800016
1999991175;0;0;125800020
1999991176;0;0;125800018
1999991177;0;0;125800022
1999991178;0;0;125800024
1999991179;0;0;125800027
1999991180;0;0;125800033
1999991181;0;0;125800030
1999991182;0;0;125800036
1999991183;0;0;100001270004
1999991184;0;0;100001270005
1999991185;0;0;100001270006
1999991186;0;0;100001270008
1999991187;0;0;100001270010
1999991188;0;0;100001270012
1999991189;0;0;100001270014
1999991190;0;0;100001270016
1999991191;0;0;100001270018
1999991192;0;0;100001270020
1999991193;0;0;100001270022
1999991194;0;0;100001270024
1999991195;0;0;100001270030
1999991196;0;0;107769
1999991197;0;0;107768
1999991198;0;0;107770
1999991199;0;0;107773
1999991200;0;0;107771
1999991201;0;0;107772
1999991202;0;0;107774
1999991203;0;0;107775
1999991204;0;0;029775
1999991206;0;0;001806
1999991207;0;0;024129
1999991208;0;0;068721
1999991209;0;0;068722
1999991210;0;0;068723
1999991211;0;0;068724
1999991212;0;0;100741
1999991213;0;0;100742
1999991214;0;0;100743
1999991215;0;0;001400150895
1999991216;0;0;001400150216
1999991217;0;0;001400150896
1999991218;0;0;001400150898
1999991219;0;0;001400151054
1999991220;0;0;001400150167
1999991221;0;0;001400150894
1999991222;0;0;001400150897
1999991223;0;0;001400151055
1999991224;0;0;001400150136
1999991225;0;0;001400150096
1999991226;0;0;001400150470
1999991227;0;0;001400150472
1999991228;0;0;150500150035
1999991229;0;0;150500150036
1999991230;0;0;150500150037
1999991231;0;0;150500150038
1999991232;0;0;150500150043
1999991233;0;0;122960
1999991234;0;0;122961
1999991235;0;0;122956
1999991236;0;0;122957
1999991237;0;0;122958
1999991238;0;0;122962
1999991239;0;0;122959
1999991240;0;0;122963
1999991241;0;0;119800213103
1999991242;0;0;119800213104
1999991243;0;0;119800213105
1999991244;0;0;119800213106
1999991245;0;0;119800213107
1999991246;0;0;119800213108
1999991247;0;0;032700210004
1999991248;0;0;032700210005
1999991249;0;0;032700210006
1999991250;0;0;032700210007
1999991251;0;0;032700210008
1999991252;0;0;032700210009
1999991253;0;0;032700210010
1999991254;0;0;032700210011
1999991255;0;0;032700210012
1999991256;0;0;032700210014
1999991257;0;0;032700210015
1999991258;0;0;032700210016
1999991259;0;0;032700210013
1999991260;0;0;203000020508
1999991261;0;0;203000020509
1999991262;0;0;083093
1999991263;0;0;083115
1999991264;0;0;083094
1999991265;0;0;083095
1999991266;0;0;083096
1999991267;0;0;083097
1999991268;0;0;083098
1999991269;0;0;083099
1999991270;0;0;083100
1999991271;0;0;083101
1999991272;0;0;083102
1999991273;0;0;083103
1999991274;0;0;083104
1999991275;0;0;083105
1999991276;0;0;083106
1999991277;0;0;108919
1999991278;0;0;108921
1999991279;0;0;099777
1999991280;0;0;099778
1999991281;0;0;099779
1999991282;0;0;099780
1999991283;0;0;099259
1999991284;0;0;099260
1999991285;0;0;099261
1999991286;0;0;099262
1999991287;0;0;057641
1999991288;0;0;057642
1999991289;0;0;063425
1999991290;0;0;057643
1999991291;0;0;057644
1999991292;0;0;057645
1999991293;0;0;063124
1999991294;0;0;063426
1999991295;0;0;150500150010
1999991296;0;0;150500150011
1999991297;0;0;150500150012
1999991298;0;0;150500150013
1999991299;0;0;150500150014
1999991300;0;0;150500150015
1999991301;0;0;150500150016
1999991302;0;0;150500150017
1999991303;0;0;203000024186
1999991304;0;0;203000024189
1999991305;0;0;203000024185
1999991306;0;0;203000024188
1999991307;0;0;203000024187
1999991308;0;0;201300900036
1999991309;0;0;201300900037
1999991310;0;0;042400216006
1999991311;0;0;042400210099
1999991312;0;0;042400216084
1999991313;0;0;042400210100
1999991314;0;0;042400210101
1999991315;0;0;042400210135
1999991316;0;0;042400210102
1999991317;0;0;042400216008
1999991318;0;0;042400210103
1999991319;0;0;042400210137
1999991320;0;0;042400210104
1999991321;0;0;042400210138
1999991322;0;0;042400210105
1999991323;0;0;042400210106
1999991324;0;0;042400216092
1999991325;0;0;042400216093
1999991326;0;0;042400210107
1999991327;0;0;042400216089
1999991328;0;0;042400210108
1999991329;0;0;042400210110
1999991330;0;0;042400216103
1999991331;0;0;042400216005
1999991332;0;0;042400216090
1999991333;0;0;042400216091
1999991334;0;0;042400215077
1999991335;0;0;042400215079
1999991336;0;0;042400215080
1999991337;0;0;042400215084
1999991338;0;0;042400215078
1999991339;0;0;042400215085
1999991340;0;0;042400215160
1999991341;0;0;042400215165
1999991342;0;0;042400215082
1999991343;0;0;042400215083
1999991344;0;0;042400215095
1999991345;0;0;042400215108
1999991346;0;0;042400215081
1999991347;0;0;042400215086
1999991348;0;0;042400215192
1999991349;0;0;042400215088
1999991350;0;0;042400215114
1999991351;0;0;042400215199
1999991352;0;0;042400215107
1999991353;0;0;042400215110
1999991354;0;0;042400215113
1999991355;0;0;042400215117
1999991356;0;0;042400215196
1999991357;0;0;042400215111
1999991358;0;0;042400215089
1999991359;0;0;042400215090
1999991360;0;0;042400215203
1999991361;0;0;042400215115
1999991362;0;0;042400215126
1999991363;0;0;042400215183
1999991364;0;0;042400215176
1999991365;0;0;042400215116
1999991366;0;0;042400215092
1999991367;0;0;042400215205
1999991368;0;0;042400215121
1999991369;0;0;042400215094
1999991370;0;0;042400215122
1999991371;0;0;042400215123
1999991372;0;0;042400215125
1999991373;0;0;110081
1999991374;0;0;110082
1999991375;0;0;110083
1999991376;0;0;110084
1999991377;0;0;110077
1999991378;0;0;110078
1999991379;0;0;203000096481
1999991380;0;0;203000096482
1999991381;0;0;005907
1999991382;0;0;005908
1999991383;0;0;018084
1999991384;0;0;018086
1999991385;0;0;018085
1999991386;0;0;100790014
1999991387;0;0;100790015
1999991388;0;0;100790016
1999991389;0;0;100790017
1999991390;0;0;100790018
1999991391;0;0;000300902224
1999991392;0;0;000300902213
1999991393;0;0;000300902214
1999991394;0;0;000300902219
1999991395;0;0;000300902216
1999991396;0;0;000300902217
1999991397;0;0;000300902222
1999991398;0;0;000300902218
1999991399;0;0;203000021940
1999991400;0;0;203000021941
1999991401;0;0;106547
1999991402;0;0;106548
1999991403;0;0;106549
1999991404;0;0;106552
1999991405;0;0;106555
1999991406;0;0;106557
1999991407;0;0;106558
1999991408;0;0;106561
1999991409;0;0;106568
1999991410;0;0;106572
1999991411;0;0;106573
1999991412;0;0;106574
1999991413;0;0;106576
1999991414;0;0;106577
1999991415;0;0;106579
1999991416;0;0;106580
1999991417;0;0;106582
1999991418;0;0;106586
1999991419;0;0;106590
1999991420;0;0;106592
1999991421;0;0;106593
1999991422;0;0;106594
1999991423;0;0;098419
1999991424;0;0;098420
1999991425;0;0;098421
1999991426;0;0;100283
1999991427;0;0;100280
1999991428;0;0;100284
1999991429;0;0;100281
1999991430;0;0;100285
1999991431;0;0;100282
1999991432;0;0;100844
1999991434;0;0;100848
1999991435;0;0;100847
