id_product;id_manufacturer;online_only;reference
1999990510;0;0;014400941564
1999990511;0;0;014400941218
1999990512;0;0;014400940206
1999990513;0;0;014400941566
1999990514;0;0;014400941565
1999990515;0;0;014400941212
1999990516;0;0;014400941567
1999990517;0;0;014400941217
1999990518;0;0;014400941568
1999990519;0;0;014400941569
1999990520;0;0;014400941703
1999990521;0;0;014400941733
1999990522;0;0;014400941734
1999990523;0;0;014400941648
1999990524;0;0;089102
1999990525;0;0;089109
1999990526;0;0;089110
1999990527;0;0;089111
1999990528;0;0;089103
1999990529;0;0;089104
1999990530;0;0;089105
1999990531;0;0;089106
1999990532;0;0;089107
1999990533;0;0;089108
1999990534;0;0;088143
1999990535;0;0;088144
1999990536;0;0;088145
1999990537;0;0;088146
1999990538;0;0;088147
1999990539;0;0;088148
1999990540;0;0;088149
1999990541;0;0;088150
1999990542;0;0;088151
1999990543;0;0;088152
1999990544;0;0;088153
1999990545;0;0;088154
1999990546;0;0;088155
1999990547;0;0;121615
1999990549;0;0;121617
1999990550;0;0;121619
1999990552;0;0;077503
1999990553;0;0;077504
1999990554;0;0;126250
1999990555;0;0;126251
1999990556;0;0;001400151110
1999990557;0;0;001400151086
1999990558;0;0;203020129
1999990559;0;0;203020130
1999990560;0;0;203020131
1999990561;0;0;203020132
1999990562;0;0;203020133
1999990563;0;0;203020135
1999990564;0;0;108713
1999990565;0;0;108714
1999990566;0;0;108715
1999990571;0;0;014400941620
1999990572;0;0;014400941509
1999990573;0;0;014400941425
1999990574;0;0;014400941428
1999990575;0;0;014400941429
1999990576;0;0;014400941606
1999990577;0;0;014400941621
1999990578;0;0;010761
1999990581;0;0;203000024410
1999990582;0;0;203000024411
1999990583;0;0;059036
1999990584;0;0;059038
1999990585;0;0;117642
1999990586;0;0;117643
1999990587;0;0;088868
1999990588;0;0;088869
1999990589;0;0;203990005
1999990590;0;0;203990006
1999990591;0;0;203990007
1999990592;0;0;934800003
1999990593;0;0;934800005
1999990594;0;0;934800004
1999990595;0;0;934800006
1999990596;0;0;934800007
1999990597;0;0;934800008
1999990598;0;0;934800010
1999990599;0;0;934800012
1999990600;0;0;934800014
1999990601;0;0;934800016
1999990602;0;0;934800020
1999990603;0;0;934800018
1999990604;0;0;934800022
1999990605;0;0;934800024
1999990606;0;0;934800027
1999990607;0;0;934800030
1999990608;0;0;099666
1999990609;0;0;099667
1999990610;0;0;099668
1999990611;0;0;200502000026
1999990612;0;0;200502000027
1999990613;0;0;200502000028
1999990614;0;0;200502000029
1999990615;0;0;200902000058
1999990616;0;0;203027524
1999990617;0;0;203027525
1999990618;0;0;203027526
1999990619;0;0;029000590729
1999990620;0;0;029000590730
1999990621;0;0;029000590731
1999990622;0;0;029000590727
1999990623;0;0;203027534
1999990624;0;0;203027535
1999990625;0;0;203027410
1999990626;0;0;203027417
1999990627;0;0;203000024930
1999990628;0;0;203000024929
1999990629;0;0;203000024001
1999990630;0;0;203000023752
1999990631;0;0;203000023758
1999990632;0;0;203000023760
1999990633;0;0;203000023762
1999990634;0;0;203000023768
1999990635;0;0;203027554
1999990636;0;0;203027552
1999990637;0;0;203027553
1999990638;0;0;203027555
1999990639;0;0;132700210404
1999990640;0;0;034400213899
1999990641;0;0;034400210096
1999990642;0;0;127583
1999990643;0;0;931806060
1999990644;0;0;931805050
1999990645;0;0;931806050
1999990646;0;0;931806090
1999990647;0;0;931808060
1999990648;0;0;931806080
1999990649;0;0;931806070
1999990650;0;0;931808035
1999990651;0;0;931808040
1999990652;0;0;931808070
1999990653;0;0;931805060
1999990654;0;0;931808050
1999990655;0;0;931806100
1999990656;0;0;931808065
1999990657;0;0;931810050
