id_product;id_supplier;id_manufacturer;id_category_default;id_shop_default;id_tax_rules_group;on_sale;online_only;ean13;isbn;upc;mpn;ecotax;quantity;minimal_quantity;low_stock_threshold;low_stock_alert;price;wholesale_price;unity;unit_price_ratio;additional_shipping_cost;reference;supplier_reference;location;width;height;depth;weight;out_of_stock;additional_delivery_times;quantity_discount;customizable;uploadable_files;text_fields;active;redirect_type;id_type_redirected;available_for_order;available_date;show_condition;condition;show_price;indexed;visibility;cache_is_pack;cache_has_attachments;is_virtual;cache_default_attribute;date_add;date_upd;advanced_stock_management;pack_stock_type;state;product_type
1051367;0;21641;500;1;53;0;0;8429253811003;;;;0.000000;0;0;;0;3.108500;0.000000;;0.000000;0.000000;;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;16354;"2024-04-11 08:39:23";"2024-04-11 08:44:07";0;3;1;combinations
1052824;0;4821;378;1;53;0;1;8421411005088;;;;0.000000;0;1;;0;39.949000;0.000000;;0.000000;0.000000;052824;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-24 08:27:46";"2024-04-24 17:14:31";0;3;1;
1053955;0;4461;996;1;53;0;1;8422513280601;;;;0.000000;0;10;;0;1.289400;0.000000;;0.000000;0.000000;053955;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-24 08:27:46";"2024-04-24 08:27:46";0;3;1;
1054481;0;1101;2;1;53;0;0;8411398300023;;;;0.000000;0;1;;0;4.208600;0.000000;;0.000000;0.000000;054481;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;0;"2024-03-22 10:12:53";"2024-04-24 17:47:08";0;3;1;
1056127;0;123512;2;1;53;0;0;8428761389301;;;;0.000000;0;1;;0;8.251700;0.000000;;0.000000;0.000000;056127;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-24 08:27:46";"2024-04-25 12:21:13";0;3;1;
1056128;0;13061;1048;1;53;0;0;8428761389318;;;;0.000000;0;1;;0;10.396500;0.000000;;0.000000;0.000000;056128;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-24 08:27:46";"2024-04-24 08:27:46";0;3;1;
1059080;0;3721;733;1;53;0;1;8421461020307;;;;0.000000;0;1;;0;53.808700;0.000000;;0.000000;0.000000;059080;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-24 08:27:46";"2024-04-24 08:27:46";0;3;1;
1061156;0;123512;797;1;53;0;0;8412780097613;;;;0.000000;0;1;;0;3.347300;0.000000;;0.000000;0.000000;061156;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:21";"2024-04-23 10:39:21";0;3;1;
1061709;0;13131;377;1;53;0;1;8424196350268;;;;0.000000;0;1;;0;23.149200;0.000000;;0.000000;0.000000;061709;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-24 08:27:46";"2024-04-24 08:27:46";0;3;1;
1064197;0;4086;637;1;53;1;1;6941607329597;;;;0.000000;0;1;;0;36.386800;0.000000;;0.000000;0.000000;064197;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-25 08:26:02";"2024-04-25 12:20:43";0;3;1;
1067435;0;2591;771;1;53;0;1;8431488103044;;;;0.000000;0;1;;0;6.712800;0.000000;;0.000000;0.000000;067435;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:21";"2024-04-23 10:39:21";0;3;1;
1067437;0;2591;771;1;53;0;1;8431488103051;;;;0.000000;0;1;;0;6.712800;0.000000;;0.000000;0.000000;067437;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:21";"2024-04-23 10:39:21";0;3;1;
1067438;0;2591;771;1;53;0;1;8431488103068;;;;0.000000;0;1;;0;6.712800;0.000000;;0.000000;0.000000;067438;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:21";"2024-04-23 10:39:21";0;3;1;
1067439;0;2591;771;1;53;0;1;8431488103075;;;;0.000000;0;1;;0;6.712800;0.000000;;0.000000;0.000000;067439;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:21";"2024-04-23 10:39:21";0;3;1;
1079464;0;2917;2;1;53;0;0;8411056222650;;;;0.000000;0;1;;0;7.364200;0.000000;;0.000000;0.000000;079464;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;0;"2024-04-24 08:27:46";"2024-04-25 12:21:13";0;3;1;
1080926;0;1001;988;1;53;1;1;2000000809267;;;;0.000000;0;1;;0;4.008500;0.000000;;0.000000;0.000000;080926;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;0;"2024-04-22 09:13:18";"2024-04-25 12:20:45";0;3;1;
1087246;0;5503;988;1;53;1;1;8414189130922;;;;0.000000;0;1;;0;49.663400;0.000000;;0.000000;0.000000;087246;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;0;"2024-04-22 09:13:18";"2024-04-25 12:20:45";0;3;1;
1087401;0;0;988;1;53;1;1;8426375050990;;;;0.000000;0;1;;0;36.974800;0.000000;;0.000000;0.000000;087401;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;0;"2024-04-16 09:08:01";"2024-04-25 12:20:46";0;3;1;
1087637;0;55311;988;1;53;0;0;2000000876375;;;;0.000000;0;0;;0;12.117800;0.000000;;0.000000;0.000000;;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;16425;"2024-04-23 10:38:51";"2024-04-25 12:22:28";0;3;1;combinations
1087639;0;55311;988;1;53;0;0;8719099011027;;;;0.000000;0;0;;0;12.117800;0.000000;;0.000000;0.000000;;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;16427;"2024-04-23 10:38:51";"2024-04-25 12:22:28";0;3;1;combinations
1095645;0;4086;647;1;53;1;0;6941607311318;;;;0.000000;0;1;;0;82.818300;0.000000;;0.000000;0.000000;095645;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-25 12:20:44";"2024-04-25 12:20:44";0;3;1;
1096765;0;3921;1049;1;53;0;1;9003171236330;;;;0.000000;0;1;;0;21.756700;0.000000;;0.000000;0.000000;096765;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:21";"2024-04-23 10:39:21";0;3;1;
1098478;0;5503;578;1;53;0;0;8422680059925;;;;0.000000;0;1;;0;36.194300;0.000000;;0.000000;0.000000;098478;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-24 08:27:46";"2024-04-24 08:27:46";0;3;1;
1099576;0;2471;437;1;53;0;1;8429765170445;;;;0.000000;0;1;;0;83.303500;0.000000;;0.000000;0.000000;099576;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:21";"2024-04-23 10:39:21";0;3;1;
1099947;0;1001;988;1;53;1;1;8414189130960;;;;0.000000;0;1;;0;164.464400;0.000000;;0.000000;0.000000;099947;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;0;"2024-04-22 09:13:18";"2024-04-25 12:20:47";0;3;1;
1100441;0;5502;1076;1;53;0;0;8422680071422;;;;0.000000;0;1;;0;4.223300;0.000000;;0.000000;0.000000;100441;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-25 12:20:44";"2024-04-25 12:20:44";0;3;1;
1101917;0;1141;782;1;53;0;0;8411519755466;;;;0.000000;0;1;;0;8.145000;0.000000;;0.000000;0.000000;101917;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:21";"2024-04-23 10:39:21";0;3;1;
1102378;0;5502;434;1;53;0;0;8422680075918;;;;0.000000;0;0;;0;24.197700;0.000000;;0.000000;0.000000;;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;16349;"2024-04-11 08:39:00";"2024-04-23 13:28:39";0;3;1;combinations
1105867;0;5503;608;1;53;0;0;8422680051714;;;;0.000000;0;0;;0;6.722700;0.000000;;0.000000;0.000000;;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;16385;"2024-04-23 10:38:46";"2024-04-25 12:22:20";0;3;1;combinations
1108139;0;1131;672;1;53;0;1;8423869203702;;;;0.000000;0;2;;0;14.023100;0.000000;;0.000000;0.000000;108139;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-24 08:27:46";"2024-04-24 08:27:46";0;3;1;
1109813;0;5503;640;1;53;0;0;8422680099310;;;;0.000000;0;0;;0;52.909600;0.000000;;0.000000;0.000000;;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;16359;"2024-04-15 08:41:56";"2024-04-25 12:21:59";0;3;1;combinations
1109911;0;6272;369;1;53;0;0;8433662022615;;;;0.000000;0;0;;0;3.044600;0.000000;;0.000000;0.000000;;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;16352;"2024-04-11 08:39:18";"2024-04-22 12:42:09";0;3;1;combinations
1110367;0;5503;591;1;53;0;1;8422680099440;;;;0.000000;0;1;;0;41.705900;0.000000;;0.000000;0.000000;110367;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:26";"2024-04-24 12:53:37";0;3;1;
1110368;0;5503;591;1;53;0;1;8422680099532;;;;0.000000;0;1;;0;46.426800;0.000000;;0.000000;0.000000;110368;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:26";"2024-04-24 12:53:37";0;3;1;
1110369;0;5503;591;1;53;0;0;8422680099549;;;;0.000000;0;1;;0;131.137900;0.000000;;0.000000;0.000000;110369;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:26";"2024-04-25 12:21:13";0;3;1;
1110370;0;5503;591;1;53;0;1;8422680099457;;;;0.000000;0;1;;0;42.636800;0.000000;;0.000000;0.000000;110370;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:26";"2024-04-24 12:53:37";0;3;1;
1110371;0;5503;591;1;53;0;1;8422680099464;;;;0.000000;0;1;;0;49.269200;0.000000;;0.000000;0.000000;110371;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:26";"2024-04-24 12:53:37";0;3;1;
1110372;0;5503;591;1;53;0;1;8422680099471;;;;0.000000;0;1;;0;62.548400;0.000000;;0.000000;0.000000;110372;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:26";"2024-04-24 12:53:37";0;3;1;
1110373;0;5503;591;1;53;0;0;8422680099488;;;;0.000000;0;1;;0;91.934300;0.000000;;0.000000;0.000000;110373;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:26";"2024-04-24 12:53:37";0;3;1;
1110375;0;5503;591;1;53;0;1;8422680099501;;;;0.000000;0;1;;0;83.852300;0.000000;;0.000000;0.000000;110375;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:26";"2024-04-24 12:53:37";0;3;1;
1110376;0;5503;591;1;53;0;0;8422680099518;;;;0.000000;0;1;;0;104.662000;0.000000;;0.000000;0.000000;110376;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:26";"2024-04-24 12:53:37";0;3;1;
1110402;0;5503;656;1;53;0;1;8422680099792;;;;0.000000;0;1;;0;14.311700;0.000000;;0.000000;0.000000;110402;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-24 08:27:46";"2024-04-24 08:27:46";0;3;1;
1110913;0;5503;578;1;53;0;0;8422680009586;;;;0.000000;0;1;;0;7.143500;0.000000;;0.000000;0.000000;110913;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;0;"2024-04-24 08:27:46";"2024-04-24 08:27:46";0;3;1;
1111076;0;2591;694;1;53;0;1;8431488192017;;;;0.000000;0;24;;0;0.464900;0.000000;;0.000000;0.000000;111076;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:26";"2024-04-23 10:39:26";0;3;1;
1111819;0;0;987;1;53;0;0;8423469011752;;;;0.000000;0;1;;0;16.650800;0.000000;;0.000000;0.000000;111819;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;0;"2024-03-07 08:46:09";"2024-04-22 16:24:13";0;3;1;
1113946;0;5502;713;1;53;0;0;8422680078131;;;;0.000000;0;0;;0;2.510500;0.000000;;0.000000;0.000000;;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;16632;"2024-04-25 08:25:58";"2024-04-25 08:28:38";0;3;1;combinations
1115348;0;4086;646;1;53;0;1;6942138928372;;;;0.000000;0;1;;0;5.799200;0.000000;;0.000000;0.000000;115348;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;0;"2024-04-23 10:39:26";"2024-04-23 10:39:26";0;3;1;
1119953;0;5502;2;1;53;0;0;8422680112002;;;;0.000000;0;1;;0;14.792700;0.000000;;0.000000;0.000000;119953;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;0;"2024-02-27 16:19:54";"2024-04-22 16:25:51";0;3;1;
1122050;0;4097;415;1;53;0;0;4006885216402;;;;0.000000;0;1;;0;5.959600;0.000000;;0.000000;0.000000;122050;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;0;404;0;1;0000-00-00;0;new;1;0;both;0;0;0;0;"2024-04-23 10:39:26";"2024-04-23 10:39:26";0;3;1;
1124571;0;6561;988;1;53;1;1;6941057413881;;;;0.000000;0;1;;0;157.687000;0.000000;;0.000000;0.000000;124571;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;0;"2024-04-15 08:42:41";"2024-04-25 12:20:51";0;3;1;
1124572;0;6561;988;1;53;1;1;6941057413907;;;;0.000000;0;1;;0;201.567500;0.000000;;0.000000;0.000000;124572;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;0;"2024-04-15 08:42:41";"2024-04-25 12:20:51";0;3;1;
1125751;0;5502;1087;1;53;0;0;8422680122759;;;;0.000000;0;1;;0;9.558200;0.000000;;0.000000;0.000000;125751;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;0;"2024-04-02 08:42:06";"2024-04-24 12:53:37";0;3;1;
1125752;0;5502;1087;1;53;0;1;8422680122773;;;;0.000000;0;1;;0;15.115900;0.000000;;0.000000;0.000000;125752;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;0;"2024-04-02 08:42:06";"2024-04-24 12:53:37";0;3;1;
1126029;0;5503;988;1;53;1;1;2000001260296;;;;0.000000;0;1;;0;75.219200;0.000000;;0.000000;0.000000;126029;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;0;"2024-04-19 09:07:50";"2024-04-25 12:20:52";0;3;1;
1126495;0;6027;2;1;53;0;0;8713016075659;;;;0.000000;0;1;;0;19.622400;0.000000;;0.000000;0.000000;126495;;;0.000000;205.000000;0.000000;0.000000;2;1;0;0;0;0;1;404;0;1;0000-00-00;0;new;1;1;both;0;0;0;0;"2023-09-20 18:04:07";"2024-04-22 16:25:51";0;3;1;
