id_image;id_product;position;cover
2669114;1206400042;3;
2669789;1031087;1;1
2669907;1000300279;1;1
2669970;1004440632;1;1
2670003;1005330011;1;1
2670027;1005332101;1;1
2670032;1005632193;1;1
2670225;1028780204;1;1
2670469;1063374;1;1
2670470;1063375;1;1
2671726;1031087;2;
2671727;1031087;3;
2672236;1203025499;1;1
2672321;1203023434;1;1
2672331;1106650552;1;1
2672419;1103900021;1;1
2672421;1106243;1;1
2672598;1207900006;1;1
2672599;1221600003;1;1
2672613;1198800124;1;1
2672614;1198800124;2;
2672686;1220350002;1;1
2672847;1096774;1;1
2672961;1103750095;1;1
2672962;1103750110;1;1
2672964;1103750117;1;1
2672965;1103750120;1;1
2672971;1103750195;1;1
2672995;1103900020;1;1
2673074;1108111;1;1
2673090;1109150375;1;1
2673179;1116738;1;1
2673180;1116738;2;
2673264;1120200009;1;1
2673364;1125610005;1;1
2673413;1132720147;1;1
2673414;1132720147;2;
2673415;1132720156;1;1
2673416;1132720156;2;
2673437;1134100359;1;1
2673445;1134270;1;1
2673446;1134277;1;1
2673478;1143160054;1;1
2673479;1143160055;1;1
2673504;1157490005;1;1
2673505;1157490006;1;1
2673659;1200880033;1;1
2673660;1200880033;2;
2673661;1200880033;3;
2673727;1203025257;1;1
2673762;1203020645;1;1
2673775;1203026663;1;1
2673799;1203041164;1;1
2673802;1203097028;1;1
2674137;1203025499;2;
2674138;1203025499;3;
2674661;1203023434;2;
2674662;1203023434;3;
2674663;1203023434;4;
2674664;1203023434;5;
2674755;1106650552;2;
2674756;1106650552;3;
2675176;1103900021;2;
2675177;1103900021;3;
2675178;1103900021;4;
2675179;1103900021;5;
2675196;1106243;2;
2676126;1207900006;2;
2676127;1207900006;3;
2676128;1207900006;4;
2676129;1221600003;2;
2676130;1221600003;3;
2676181;1198800124;3;
2676182;1198800124;4;
2676183;1198800124;5;
2676184;1198800124;6;
2676185;1198800124;7;
2676186;1198800124;8;
2676187;1198800124;9;
2676816;1220350002;2;
2676817;1220350002;3;
2677786;1001333;1;1
2677810;1001451058;1;1
2677905;1999990004;1;1
2677906;1999990005;1;1
2677907;1999990006;1;1
2677933;1004440589;1;1
2678355;1999990020;1;1
2678358;1999990023;1;1
2678359;1999990024;1;1
2678360;1999990025;1;1
2678361;1999990026;1;1
2678363;1999990028;1;1
2678369;1015711824;1;1
2678370;1015711851;1;1
2678416;1034413912;1;1
2678455;1023350515;1;1
2678489;1042410191;1;1
2678516;1015913031;1;1
2678593;1018740465;1;1
2678668;1025050002;1;1
2678756;1030202;1;1
2678778;1033016357;1;1
2678815;1034490002;1;1
2678897;1037657543;1;1
2678898;1037657543;2;
2678928;1039910015;1;1
2678981;1042413902;1;1
2679120;1055919;1;1
2679121;1055919;2;
2679122;1055919;3;
2679123;1055919;4;
2679124;1055919;5;
2679125;1055919;6;
2679126;1055919;7;
2679238;1139011208;1;1
2679286;1106650572;1;1
2679291;1106650567;1;1
2679317;1098870;1;1
2679318;1098870;2;
2679402;1117104;1;1
2679634;1107350615;1;1
2679662;1139310058;1;1
2679747;1109263;1;1
2679748;1109263;2;
2679749;1109263;3;
2679750;1109263;4;
2679847;1086720;1;1
2679849;1087398;1;1
2679850;1087398;2;
2679851;1087398;3;
2679950;1099787;1;1
2679951;1099787;2;
2679952;1099787;3;
2679970;1100379;1;1
2680111;1103011910;1;1
2680112;1103011931;1;1
2680117;1103210;1;1
2680118;1103210;2;
2680206;1104523;1;1
2680207;1104523;2;
2680208;1104523;3;
2680209;1104523;4;
2680214;1104826;1;1
2680275;1106790004;1;1
2680276;1106790005;1;1
2680307;1107744;1;1
2680338;1109100995;1;1
2680396;1111328;1;1
2680452;1114046;1;1
2680455;1114410;1;1
2680536;1118340813;1;1
2680561;1118941238;1;1
2680604;1119753;1;1
2680726;1122721;1;1
2680727;1122721;2;
2680728;1122721;3;
2680729;1122721;4;
2680813;1124104;1;1
2680828;1124510646;1;1
2680867;1126253;1;1
2680880;1127180082;1;1
2680891;1127620019;1;1
2680940;1132710060;1;1
2680942;1132710383;1;1
2680943;1132710383;2;
2680946;1132710430;1;1
2680947;1132710430;2;
2680986;1134100438;1;1
2681093;1159210635;1;1
2681173;1174531186;1;1
2681181;1180100158;1;1
2681206;1193390044;1;1
2681207;1193390044;2;
2681209;1193390048;1;1
2681329;1203025493;1;1
2681330;1203020345;1;1
2681344;1201490001;1;1
2681346;1203020467;1;1
2681361;1203025185;1;1
2681367;1203021954;1;1
2681370;1203021970;1;1
2681394;1198800088;1;1
2681395;1198800088;2;
2681576;1203023010;1;1
2681697;1223760160;1;1
2681698;1223760160;2;
2681699;1223760160;3;
2681700;1223760160;4;
2681701;1223760160;5;
2681707;1198800138;1;1
2681708;1198800138;2;
2681709;1198800189;1;1
2681710;1198800189;2;
2681711;1198800189;3;
2681712;1198800189;4;
2681731;1198800156;1;1
2681732;1198800156;2;
2681733;1198800156;3;
2681734;1198800156;4;
2681777;1201300007;1;1
2681804;1203021977;1;1
2681813;1203023102;1;1
2681818;1203023326;1;1
2681826;1203023717;1;1
2681864;1203024426;1;1
2681920;1203025304;1;1
2681967;1203026730;1;1
2681970;1203026734;1;1
2681975;1203026741;1;1
2681976;1203026742;1;1
2681982;1203026748;1;1
2681983;1203026750;1;1
2681984;1203026751;1;1
2681988;1203026760;1;1
2681989;1203026761;1;1
2681990;1203026763;1;1
2681992;1203026767;1;1
2681994;1203094500;1;1
2682003;1203094510;1;1
2682013;1203021136;1;1
2682020;1203021991;1;1
2682040;1203026573;1;1
2682048;1203026774;1;1
2682049;1203026774;2;
2682054;1203026777;1;1
2682055;1203026778;1;1
2682081;1203027121;1;1
2682130;1203027852;1;1
2682137;1203040043;1;1
2682232;1255090025;1;1
2682277;158636172;1;1
2682357;19382743;1;1
2683967;1015711824;2;
2683968;1015711824;3;
2683969;1015711824;4;
2683970;1015711824;5;
2683971;1015711824;6;
2683972;1015711824;7;
2683973;1015711824;8;
2683974;1015711824;9;
2683975;1015711824;10;
2683976;1015711824;11;
2683977;1015711824;12;
2683978;1015711824;13;
2683979;1015711824;14;
2683980;1015711824;15;
2683981;1015711824;16;
2683982;1015711824;17;
2683983;1015711824;18;
2683984;1015711851;2;
2683985;1015711851;3;
2683986;1015711851;4;
2683987;1015711851;5;
2683988;1015711851;6;
2683989;1015711851;7;
2683990;1015711851;8;
2683991;1015711851;9;
2683992;1015711851;10;
2683993;1015711851;11;
2684243;1034413912;2;
2684244;1034413912;3;
2684270;1015711824;19;
2684271;1015711824;20;
2684272;1015711824;21;
2684273;1015711824;22;
2684274;1015711824;23;
2684275;1015711824;24;
2684276;1015711824;25;
2684277;1015711824;26;
2684278;1015711824;27;
2684279;1015711824;28;
2684280;1015711824;29;
2684281;1015711824;30;
2684282;1015711824;31;
2684283;1015711824;32;
2684284;1015711824;33;
2684285;1015711824;34;
2684286;1015711824;35;
2684287;1015711851;12;
2684288;1015711851;13;
2684289;1015711851;14;
2684290;1015711851;15;
2684291;1015711851;16;
2684292;1015711851;17;
2684293;1015711851;18;
2684294;1015711851;19;
2684295;1015711851;20;
2684296;1015711851;21;
2684546;1034413912;4;
2684547;1034413912;5;
2684687;1023350515;2;
2684688;1023350515;3;
2684689;1023350515;4;
2684992;1042410191;2;
2684993;1042410191;3;
2684994;1042410191;4;
2684995;1042410191;5;
2684996;1042410191;6;
2684997;1042410191;7;
2684998;1042410191;8;
2684999;1042410191;9;
2685000;1042410191;10;
2685001;1042410191;11;
2685002;1042410191;12;
2685003;1042410191;13;
2685004;1042410191;14;
2685005;1042410191;15;
2685006;1042410191;16;
2685007;1042410191;17;
2685383;1139011208;2;
2685384;1139011208;3;
2685578;1106650572;2;
2685579;1106650572;3;
2685580;1106650572;4;
2685581;1106650572;5;
2685582;1106650572;6;
2685583;1106650572;7;
2685584;1106650572;8;
2685585;1106650572;9;
2685641;1106650567;2;
2685642;1106650567;3;
2685643;1106650567;4;
2685644;1106650567;5;
2685645;1106650567;6;
2685745;1098870;3;
2685746;1098870;4;
2685988;1117104;2;
2686809;1107350615;2;
2686810;1107350615;3;
2686811;1107350615;4;
2686812;1107350615;5;
2687007;1139310058;2;
2687008;1139310058;3;
2687336;1109263;5;
2687337;1109263;6;
2687338;1109263;7;
2687339;1109263;8;
2687340;1109263;9;
2687341;1109263;10;
2687342;1109263;11;
2687343;1109263;12;
2687344;1109263;13;
2687345;1109263;14;
2687346;1109263;15;
2687347;1109263;16;
2688261;1203025493;2;
2688262;1203025493;3;
2688263;1203020345;2;
2688264;1203020345;3;
2688265;1203020345;4;
2688266;1203020345;5;
2688267;1203020345;6;
2688268;1203020345;7;
2688269;1203020345;8;
2688332;1201490001;2;
2688333;1201490001;3;
2688334;1201490001;4;
2688335;1201490001;5;
2688336;1201490001;6;
2688337;1201490001;7;
2688338;1201490001;8;
2688339;1201490001;9;
2688340;1201490001;10;
2688341;1201490001;11;
2688349;1203020467;2;
2688350;1203020467;3;
2688351;1203020467;4;
2688352;1203020467;5;
2688353;1203020467;6;
2688354;1203020467;7;
2688355;1203020467;8;
2688424;1203025185;2;
2688425;1203025185;3;
2688445;1203021954;2;
2688446;1203021954;3;
2688451;1203021970;2;
2688452;1203021970;3;
2688620;1198800088;3;
2688621;1198800088;4;
2688622;1198800088;5;
2688623;1198800088;6;
2688624;1198800088;7;
2688625;1198800088;8;
2688626;1198800088;9;
2688627;1198800088;10;
2689574;1203023010;2;
2690410;1223760160;6;
2690411;1223760160;7;
2690412;1223760160;8;
2690413;1223760160;9;
2690415;1223760160;10;
2690416;1223760160;11;
2690417;1223760160;12;
2690418;1223760160;13;
2690420;1223760160;14;
2690421;1223760160;15;
2690422;1223760160;16;
2690423;1223760160;17;
2690425;1223760160;18;
2690426;1223760160;19;
2690427;1223760160;20;
2690428;1223760160;21;
2690430;1223760160;22;
2690431;1223760160;23;
2690432;1223760160;24;
2690433;1223760160;25;
2690435;1223760160;26;
2690436;1223760160;27;
2690437;1223760160;28;
2690438;1223760160;29;
2690440;1223760160;30;
2690441;1223760160;31;
2690442;1223760160;32;
2690443;1223760160;33;
2690445;1223760160;34;
2690446;1223760160;35;
2690447;1223760160;36;
2690448;1223760160;37;
2690450;1223760160;38;
2690451;1223760160;39;
2690452;1223760160;40;
2690453;1223760160;41;
2690455;1223760160;42;
2690456;1223760160;43;
2690457;1223760160;44;
2690458;1223760160;45;
2690460;1223760160;46;
2690461;1223760160;47;
2690462;1223760160;48;
2690463;1223760160;49;
2690516;1198800138;3;
2690517;1198800138;4;
2690518;1198800138;5;
2690519;1198800138;6;
2690520;1198800189;5;
2690521;1198800189;6;
2690522;1198800189;7;
2690523;1198800189;8;
2690524;1198800189;9;
2690525;1198800189;10;
2690526;1198800189;11;
2690828;1001450014;1;1
2690845;1001450163;1;1
2691075;1014440022;1;1
2692830;1023350515;5;
2692831;1023350515;6;
2692832;1023350515;7;
2693491;1198800154;1;1
2693492;1198800154;2;
2693967;1190890001;1;1
2694320;1114024;1;1
2694479;1125610002;1;1
2694480;1125610002;2;
2694491;1127589;1;1
2694492;1127589;2;
2694493;1127589;3;
2694590;1158510026;1;1
2694641;1162440222;1;1
2694642;1162440222;2;
2694643;1162440222;3;
2694644;1162440222;4;
2694651;1162440247;1;1
2694728;1200200042;1;1
2694839;1203026378;1;1
2694855;1203026766;1;1
2694861;1203020958;1;1
2694955;1218300017;1;1
2695067;19732105;1;1
2696235;1198800154;3;
2696236;1198800154;4;
2696237;1198800154;5;
2696238;1198800154;6;
2696239;1198800154;7;
2696240;1198800154;8;
2698912;1190890001;2;
2698913;1190890001;3;
2699201;1203020214;1;1
2700146;1121351;1;1
2700147;1121351;2;
2700333;1203026779;1;1
2700417;19614282;1;1
2700856;1203020214;2;
2700857;1203020214;3;
2705883;1000351508;1;1
2707181;1000351508;2;
2707182;1000351508;3;
2707183;1000351508;4;
2709502;1008165;1;1
2713724;1010024309;1;1
2714882;1010024309;2;
2714883;1010024309;3;
2715514;1043460100;1;1
2715575;1021040400;1;1
2715582;1023012;1;1
2715820;1055167;1;1
2715892;1067432;1;1
2715893;1067433;1;1
2716653;1043460100;2;
2716654;1043460100;3;
2716699;1139010035;1;1
2716821;1078006;1;1
2716848;1117871;1;1
2716849;1117864;1;1
2716850;1089102;1;1
2716851;1088143;1;1
2716888;1162440242;1;1
2716897;1123150;1;1
2716898;1123150;2;
2717122;1198800044;1;1
2717123;1198800044;2;
2717186;1198800083;1;1
2717187;1198800083;2;
2717188;1198800083;3;
2717283;1078242;1;1
2717424;1074751;1;1
2717547;1098915;1;1
2717688;1106005;1;1
2717721;1108151;1;1
2717757;1109608;1;1
2717818;1114964;1;1
2717819;1114964;2;
2717915;1122716;1;1
2717916;1122716;2;
2717917;1122716;3;
2717918;1122716;4;
2717987;1129257;1;1
2717992;1130472;1;1
2718120;1193300014;1;1
2718121;1193300019;1;1
2718291;1203021798;1;1
2718292;1203021798;2;
2718322;1203024976;1;1
2718491;19584783;1;1
2718504;19723095;1;1
2718738;1139010035;2;
2718739;1139010035;3;
2718740;1139010035;4;
2719490;1078006;2;
2719491;1078006;3;
2719492;1078006;4;
2719493;1078006;5;
2719584;1117871;2;
2719585;1117871;3;
2719586;1117871;4;
2719587;1117871;5;
2719588;1117871;6;
2719589;1117871;7;
2719590;1117871;8;
2719591;1117871;9;
2719592;1117871;10;
2719593;1117871;11;
2719594;1117871;12;
2719595;1117871;13;
2719596;1117871;14;
2719597;1117871;15;
2719598;1117864;2;
2719599;1117864;3;
2719600;1117864;4;
2719601;1117864;5;
2719602;1117864;6;
2719603;1117864;7;
2719604;1089102;2;
2719605;1089102;3;
2719606;1089102;4;
2719607;1089102;5;
2719608;1089102;6;
2719609;1089102;7;
2719610;1089102;8;
2719611;1089102;9;
2719612;1089102;10;
2719613;1089102;11;
2719614;1088143;2;
2719615;1088143;3;
2719616;1088143;4;
2719617;1088143;5;
2719618;1088143;6;
2719619;1088143;7;
2719620;1088143;8;
2719621;1088143;9;
2719622;1088143;10;
2719623;1088143;11;
2719624;1088143;12;
2719625;1088143;13;
2719626;1088143;14;
2719877;1162440242;2;
2719878;1162440242;3;
2719898;1123150;3;
2719899;1123150;4;
2719900;1123150;5;
2719901;1123150;6;
2720947;1198800044;3;
2720948;1198800044;4;
2720949;1198800044;5;
2720950;1198800044;6;
2721263;1198800083;4;
2721264;1198800083;5;
2721265;1198800083;6;
2721266;1198800083;7;
2721267;1198800083;8;
2721268;1198800083;9;
2721269;1198800083;10;
2721661;1139010035;5;
2721662;1139010035;6;
2721663;1139010035;7;
2722413;1078006;6;
2722414;1078006;7;
2722415;1078006;8;
2722416;1078006;9;
2722507;1117871;16;
2722508;1117871;17;
2722509;1117871;18;
2722510;1117871;19;
2722511;1117871;20;
2722512;1117871;21;
2722513;1117871;22;
2722514;1117871;23;
2722515;1117871;24;
2722516;1117871;25;
2722517;1117871;26;
2722518;1117871;27;
2722519;1117871;28;
2722520;1117871;29;
2722521;1117864;8;
2722522;1117864;9;
2722523;1117864;10;
2722524;1117864;11;
2722525;1117864;12;
2722526;1117864;13;
2722527;1089102;12;
2722528;1089102;13;
2722529;1089102;14;
2722530;1089102;15;
2722531;1089102;16;
2722532;1089102;17;
2722533;1089102;18;
2722534;1089102;19;
2722535;1089102;20;
2722536;1089102;21;
2722537;1088143;15;
2722538;1088143;16;
2722539;1088143;17;
2722540;1088143;18;
2722541;1088143;19;
2722542;1088143;20;
2722543;1088143;21;
2722544;1088143;22;
2722545;1088143;23;
2722546;1088143;24;
