id_image;id_product;position;cover
2887763;1223760157;29;
2887765;1223760157;30;
2887766;1223760157;31;
2887767;1223760157;32;
2887768;1223760157;33;
2887770;1223760157;34;
2887771;1223760157;35;
2887772;1223760157;36;
2887773;1223760157;37;
2887775;1223760157;38;
2887776;1223760157;39;
2887777;1223760157;40;
2887778;1223760157;41;
2887780;1223760157;42;
2887781;1223760157;43;
2887782;1223760157;44;
2887783;1223760157;45;
2888073;1205800028;1;1
2888113;1203027582;1;1
2888313;1080645;1;1
2888370;1203022345;1;1
2888384;1203026528;1;1
2889147;1205800028;2;
2889148;1205800028;3;
2889439;1203027582;2;
2889440;1203027582;3;
2894620;1110387;1;1
2894621;1110387;2;
2894623;1116862;1;1
2894631;1119826;1;1
2894667;1049600;1;1
2894672;1071610;1;1
2894711;1099669;1;1
2894712;1099669;2;
2894713;1117252;1;1
2894901;1098607;1;1
2894902;1098599;1;1
2894903;1098599;2;
2894995;1010624;1;1
2894996;1010645;1;1
2895015;1011238213;1;1
2895053;1029010020;1;1
2895055;1029010030;1;1
2895076;1029090598;1;1
2895080;1029090690;1;1
2895082;1029090756;1;1
2895126;1042415982;1;1
2895143;1042430266;1;1
2895145;1042430295;1;1
2895206;1064194;1;1
2895207;1064194;2;
2895208;1064194;3;
2895209;1064194;4;
2895210;1064194;5;
2895211;1064194;6;
2895212;1064202;1;1
2895220;1071362;1;1
2895224;1073879;1;1
2895225;1073880;1;1
2895247;1095613;1;1
2895266;1098612;1;1
2895268;1098615;1;1
2895269;1098615;2;
2895270;1098617;1;1
2895282;1100243;1;1
2895311;1103900001;1;1
2895316;1103900006;1;1
2895336;1107846;1;1
2895358;1110394;1;1
2895359;1110398;1;1
2895360;1110400;1;1
2895361;1110400;2;
2895362;1110401;1;1
2895364;1110404;1;1
2895408;1123483;1;1
2895465;1159211240;1;1
2895524;1203094508;1;1
2895542;1203040041;1;1
2895543;1203040042;1;1
2896471;1110387;3;
2896472;1110387;4;
2896473;1110387;5;
2896474;1110387;6;
2896477;1116862;2;
2896478;1116862;3;
2896479;1116862;4;
2896555;1119826;2;
2896556;1119826;3;
2896557;1119826;4;
2896558;1119826;5;
2896559;1119826;6;
2896560;1119826;7;
2896660;1119823;1;1
2896725;1099211;1;1
2896863;1049600;2;
2896878;1071610;2;
2896879;1071610;3;
2897012;1099669;3;
2897013;1099669;4;
2897014;1099669;5;
2897015;1117252;2;
2898769;1098607;2;
2898770;1098607;3;
2898771;1098599;3;
2898772;1098599;4;
2898773;1098599;5;
2898774;1098599;6;
2898775;1098599;7;
2898776;1098599;8;
2899940;1110387;7;
2899941;1110387;8;
2899942;1110387;9;
2899943;1110387;10;
2899946;1116862;5;
2899947;1116862;6;
2899948;1116862;7;
2900024;1119826;8;
2900025;1119826;9;
2900026;1119826;10;
2900027;1119826;11;
2900028;1119826;12;
2900029;1119826;13;
2900347;1071610;4;
2900348;1071610;5;
2900481;1099669;6;
2900482;1099669;7;
2900483;1099669;8;
2900484;1117252;3;
2902238;1098607;4;
2902239;1098607;5;
2902240;1098599;9;
2902241;1098599;10;
2902242;1098599;11;
2902243;1098599;12;
2902244;1098599;13;
2902245;1098599;14;
2902567;1203020532;1;1
2902592;1010059648;1;1
2902662;1203026648;1;1
2902672;1001301020;1;1
2902691;1203027140;1;1
2902741;1135210052;1;1
2902780;1203027783;1;1
2902940;1101911;1;1
2902974;1120694;1;1
2902996;1162440246;1;1
2903002;1200990007;1;1
2903036;1203025293;1;1
2903045;1203026530;1;1
2903469;1203020532;2;
2903470;1203020532;3;
2903730;1010059648;2;
2903731;1010059648;3;
2903732;1010059648;4;
2904121;1203026648;2;
2904138;1001301020;2;
2904139;1001301020;3;
2904342;1203027140;2;
2904800;1135210052;2;
2905128;1203027783;2;
2905129;1203027783;3;
2905130;1203027783;4;
2905131;1203027783;5;
2905132;1203027783;6;
2905133;1203027783;7;
2905134;1203027783;8;
2905135;1203027783;9;
2905136;1203027783;10;
2905137;1203027783;11;
2905138;1203027783;12;
2905899;1203020532;4;
2905900;1203020532;5;
2906160;1010059648;5;
2906161;1010059648;6;
2906162;1010059648;7;
2906551;1203026648;3;
2906568;1001301020;4;
2906569;1001301020;5;
2906772;1203027140;3;
2907230;1135210052;3;
2907558;1203027783;13;
2907559;1203027783;14;
2907560;1203027783;15;
2907561;1203027783;16;
2907562;1203027783;17;
2907563;1203027783;18;
2907564;1203027783;19;
2907565;1203027783;20;
2907566;1203027783;21;
2907567;1203027783;22;
2907568;1203027783;23;
2908012;1122813478;1;1
2908013;1027202101;1;1
2908111;1012300250;1;1
2908138;1027290005;1;1
2908148;1034413919;1;1
2908149;1034413920;1;1
2908246;1133644;1;1
2908247;1133644;2;
2908248;1133644;3;
2908249;1133644;4;
2908250;1135210002;1;1
2908587;1122813478;2;
2908588;1122813478;3;
2908589;1027202101;2;
2909481;1036010780;1;1
2909635;1203023732;1;1
2909642;1203024994;1;1
2909667;1203027804;1;1
2911687;1115446;1;1
2911688;1203022775;1;1
2911765;1011770250;1;1
2911774;1032491;1;1
2911802;1115446;2;
2911803;1115446;3;
2911804;1115446;4;
2911805;1115446;5;
2911806;1203022775;2;
2911807;1203022775;3;
2911808;1203022775;4;
2912795;1115446;6;
2912796;1115446;7;
2912797;1115446;8;
2912798;1115446;9;
2912799;1203022775;5;
2912800;1203022775;6;
2912801;1203022775;7;
2913944;1058813;1;1
2913984;1106130;1;1
2914079;1203025905;1;1
2914231;1203027051;1;1
2914240;1203027122;1;1
2914274;1214290007;1;1
2914382;1203020472;1;1
2914488;1005330720;1;1
2914559;1011770426;1;1
2914583;1016000054;1;1
2914697;1044900079;1;1
2914715;1050089;1;1
2914748;1069239;1;1
2914751;1069691;1;1
2914752;1070217;1;1
2914756;1073878;1;1
2914827;1100381;1;1
2914851;1102754;1;1
2914863;1105110008;1;1
2914889;1106086;1;1
2914891;1106125;1;1
2914892;1106126;1;1
2914894;1106134;1;1
2914901;1106790002;1;1
2914902;1106790003;1;1
2914907;1107617;1;1
2914909;1107638;1;1
2914944;1110405;1;1
2914945;1110405;2;
2914993;1117637;1;1
2915025;1120693;1;1
2915026;1120693;2;
2915068;1124185;1;1
2915146;1162440236;1;1
2915157;1171990023;1;1
2915258;1203027182;1;1
2915264;1203027495;1;1
2915353;19732213;1;1
2916462;1058813;2;
2916463;1058813;3;
2916464;1058813;4;
2916465;1058813;5;
2916782;1106130;2;
2916783;1106130;3;
2916784;1106130;4;
2917164;1203025905;2;
2918207;1203027051;2;
2918208;1203027051;3;
2918257;1203027122;2;
2918258;1203027122;3;
2918476;1214290007;2;
2918477;1214290007;3;
2918478;1214290007;4;
2918479;1214290007;5;
2918480;1214290007;6;
2919325;1203020472;2;
2919326;1203020472;3;
2919327;1203020472;4;
2920595;1203024412;1;1
2920600;1028005;1;1
2920607;1203027925;1;1
2920614;1205700035;1;1
2920645;1100790009;1;1
2920660;1104834;1;1
2920661;1104813;1;1
2920705;1203027556;1;1
2920713;1132720151;1;1
2920717;1132710492;1;1
2920718;1132710492;2;
2920726;1132720225;1;1
2920727;1132710335;1;1
2920728;1132710335;2;
2920729;1132720223;1;1
2920730;1132720174;1;1
2920731;1132720174;2;
2920734;1132720163;1;1
2920735;1132720163;2;
2920741;1132710399;1;1
2920742;1132710399;2;
2920743;1132710400;1;1
2920744;1132710400;2;
2920747;1132710389;1;1
2920748;1132710389;2;
2920749;1132710390;1;1
2920750;1132710390;2;
2920751;1132710402;1;1
2920752;1132710402;2;
2920753;1132710403;1;1
2920754;1132710403;2;
2920755;1132710408;1;1
2920756;1132710408;2;
2920757;1132710409;1;1
2920758;1132710409;2;
2920759;1132710386;1;1
2920760;1132710386;2;
2920761;1132710404;1;1
2920762;1132710387;1;1
2920763;1132710387;2;
2920764;1132710405;1;1
2920765;1132710405;2;
2920766;1132710391;1;1
2920767;1132710391;2;
2920768;1132710407;1;1
2920769;1132710406;1;1
2920776;1132720236;1;1
2920779;1132720235;1;1
2920780;1132710414;1;1
2920781;1132710414;2;
2920782;1132710413;1;1
2920783;1132710413;2;
2920784;1132710417;1;1
2920785;1132710417;2;
2920786;1132710418;1;1
2920787;1132710418;2;
2920788;1132710415;1;1
2920789;1132710415;2;
2920790;1132710416;1;1
2920791;1132710416;2;
2920792;1132710427;1;1
2920793;1132710427;2;
2920794;1132710425;1;1
2920795;1132710425;2;
2920796;1132710424;1;1
2920797;1132710424;2;
2920798;1132710423;1;1
2920799;1132710423;2;
2920800;1132710420;1;1
2920801;1132710420;2;
2920802;1132710419;1;1
2920803;1132710419;2;
2920804;1132710422;1;1
2920805;1132710422;2;
2920806;1132710421;1;1
2920807;1132710421;2;
2920812;1132720241;1;1
2920814;1132720082;1;1
2920815;1132720082;2;
2920816;1132710442;1;1
2920817;1132710442;2;
2920818;1132710440;1;1
2920819;1132710440;2;
2920820;1132710438;1;1
2920821;1132710438;2;
2920822;1132710439;1;1
2920823;1132710439;2;
2920824;1132710436;1;1
2920825;1132710436;2;
2920828;1132710444;1;1
2920829;1132710444;2;
2920830;1132710443;1;1
2920831;1132710443;2;
2920832;1132710433;1;1
2920833;1132710433;2;
2920834;1132710434;1;1
2920835;1132710434;2;
2920836;1132710446;1;1
2920837;1132720247;1;1
2920839;1132710469;1;1
2920840;1132710469;2;
2920847;1132710477;1;1
2920848;1132710477;2;
2920849;1132710475;1;1
2920850;1132720248;1;1
2920852;1016000171;1;1
2920874;1203023983;1;1
2920933;1203024096;1;1
2920936;1135210039;1;1
2921054;1049727;1;1
2921245;1015990002;1;1
2921267;1029010010;1;1
2921272;1029090660;1;1
2921291;1034413923;1;1
2921296;1036010049;1;1
2921342;1042430270;1;1
2921368;1048647;1;1
2921410;1095326;1;1
2921445;1101340007;1;1
2921446;1101773;1;1
2921449;1102500002;1;1
2921450;1102500003;1;1
2921460;1104049197;1;1
2921461;1104049197;2;
2921462;1104049197;3;
2921463;1104049197;4;
2921474;1108897;1;1
2921479;1109190047;1;1
2921496;1113640101;1;1
2921522;1118881;1;1
2921523;1118881;2;
2921524;1118881;3;
2921525;1118881;4;
2921526;1118881;5;
2921556;1122811754;1;1
2921558;1122813452;1;1
2921572;1125943;1;1
2921581;1134100006;1;1
2921624;1171990026;1;1
2921629;1197400025;1;1
2921666;1203023731;1;1
2921675;1203024752;1;1
2921705;1203094503;1;1
2921706;1203094504;1;1
2921707;1203094513;1;1
2921718;1203027299;1;1
2921741;1210660002;1;1
2921767;19006123;1;1
2921777;19016450;1;1
2922779;1203024412;2;
2922780;1203024412;3;
2922797;1028005;2;
2922798;1028005;3;
2922799;1028005;4;
2922840;1203027925;2;
2922841;1203027925;3;
2922842;1203027925;4;
2922843;1203027925;5;
2922866;1205700035;2;
2922867;1205700035;3;
2923128;1100790009;2;
2923129;1100790009;3;
2923130;1100790009;4;
2923131;1100790009;5;
2923132;1100790009;6;
2923240;1104834;2;
2923241;1104834;3;
2923242;1104813;2;
2923243;1104813;3;
2923377;1203027556;2;
2923378;1203027556;3;
2923379;1203027556;4;
2923380;1203027556;5;
2923422;1132720151;2;
2923423;1132720151;3;
2923424;1132720151;4;
2923425;1132720151;5;
2923426;1132720151;6;
2923427;1132720151;7;
2923428;1132720151;8;
2923429;1132720151;9;
2923430;1132720151;10;
2923431;1132720151;11;
2923432;1132720151;12;
2923433;1132720151;13;
2923434;1132720151;14;
2923454;1132710492;3;
2923455;1132710492;4;
2923456;1132710492;5;
2923457;1132710492;6;
2923458;1132710492;7;
2923459;1132710492;8;
2923460;1132710492;9;
2923461;1132710492;10;
2923462;1132710492;11;
2923463;1132710492;12;
2923500;1132720225;2;
2923501;1132720225;3;
2923502;1132720225;4;
2923503;1132720225;5;
2923504;1132720225;6;
2923505;1132710335;3;
2923506;1132710335;4;
2923507;1132710335;5;
2923508;1132710335;6;
2923509;1132710335;7;
2923510;1132710335;8;
2923511;1132710335;9;
2923512;1132710335;10;
2923513;1132720223;2;
2923514;1132720223;3;
2923515;1132720223;4;
2923516;1132720223;5;
2923517;1132720223;6;
2923518;1132720174;3;
2923519;1132720174;4;
2923520;1132720174;5;
2923521;1132720174;6;
2923522;1132720174;7;
2923523;1132720174;8;
2923553;1132710399;3;
2923554;1132710399;4;
2923555;1132710399;5;
2923556;1132710400;3;
2923557;1132710400;4;
2923560;1132710389;3;
2923561;1132710389;4;
2923562;1132710390;3;
2923563;1132710390;4;
2923564;1132710402;3;
2923565;1132710402;4;
2923566;1132710403;3;
2923567;1132710403;4;
2923568;1132710408;3;
2923569;1132710408;4;
2923570;1132710409;3;
2923571;1132710409;4;
2923572;1132710386;3;
2923573;1132710386;4;
2923574;1132710404;2;
2923575;1132710387;3;
2923576;1132710387;4;
2923577;1132710405;3;
2923578;1132710405;4;
2923579;1132710391;3;
2923580;1132710391;4;
2923581;1132710407;2;
2923582;1132710406;2;
2923611;1132720236;2;
2923612;1132720236;3;
2923613;1132720236;4;
2923620;1132720235;2;
2923621;1132710414;3;
2923622;1132710414;4;
2923623;1132710413;3;
2923624;1132710413;4;
2923625;1132710417;3;
2923626;1132710417;4;
2923627;1132710418;3;
2923628;1132710418;4;
2923629;1132710415;3;
2923630;1132710415;4;
2923631;1132710416;3;
2923632;1132710416;4;
2923633;1132710427;3;
2923634;1132710427;4;
2923635;1132710425;3;
2923636;1132710425;4;
2923637;1132710424;3;
2923638;1132710424;4;
2923639;1132710423;3;
2923640;1132710423;4;
2923641;1132710420;3;
2923642;1132710420;4;
2923643;1132710419;3;
2923644;1132710419;4;
2923645;1132710422;3;
2923646;1132710422;4;
2923647;1132710421;3;
2923648;1132710421;4;
2923662;1132720241;2;
2923663;1132720241;3;
2923664;1132720241;4;
2923668;1132720082;3;
2923669;1132720082;4;
2923670;1132720082;5;
2923671;1132720082;6;
2923672;1132720082;7;
2923673;1132720082;8;
2923674;1132720082;9;
2923675;1132720082;10;
2923676;1132710442;3;
2923677;1132710442;4;
2923678;1132710440;3;
2923679;1132710440;4;
2923680;1132710438;3;
2923681;1132710438;4;
2923682;1132710439;3;
2923683;1132710439;4;
2923684;1132710436;3;
2923685;1132710436;4;
2923688;1132710444;3;
2923689;1132710444;4;
2923690;1132710443;3;
2923691;1132710443;4;
2923692;1132710433;3;
2923693;1132710433;4;
2923694;1132710434;3;
2923695;1132710434;4;
2923696;1132710446;2;
2923697;1132720247;2;
2923700;1132710469;3;
2923701;1132710469;4;
2923702;1132710469;5;
2923703;1132710469;6;
2923716;1132710477;3;
2923717;1132710477;4;
2923718;1132710477;5;
2923719;1132710477;6;
2923720;1132710475;2;
2923721;1132710475;3;
2923722;1132720248;2;
2923723;1132720248;3;
2923725;1016000171;2;
2923726;1016000171;3;
2923727;1016000171;4;
2923956;1203023983;2;
2923957;1203023983;3;
2923958;1203023983;4;
2924436;1203024096;2;
2924437;1203024096;3;
2924444;1135210039;2;
2924445;1135210039;3;
2925883;1203920003;1;1
2925959;1010011606;1;1
2925973;1205800012;1;1
2926056;1203027537;1;1
2926090;1132720231;1;1
2926091;1132710470;1;1
2926092;1132710470;2;
2926093;1132710481;1;1
2926094;1132710481;2;
2926095;1132710513;1;1
2926096;1132710513;2;
2926177;1016000058;1;1
2926323;1011520019;1;1
2926340;1113600005;1;1
2926353;1100424;1;1
2926499;1026800666;1;1
2926552;1042415100;1;1
2926577;1069252;1;1
2926589;1088054;1;1
2926590;1088054;2;
2926624;1102500006;1;1
2926634;1105490005;1;1
2926686;1119550018;1;1
2926687;1119550019;1;1
2926717;1122984;1;1
2926721;1126083;1;1
2926726;1128617;1;1
2926727;1128617;2;
2926728;1128617;3;
2926729;1128617;4;
2926732;1132710392;1;1
2926733;1132710392;2;
2926761;1171990036;1;1
2926794;1203024082;1;1
2926802;1203024840;1;1
2926866;1256700005;1;1
2926867;1256700005;2;
2927259;1203920003;2;
2927869;1010011606;2;
2927870;1010011606;3;
2927945;1205800012;2;
2927946;1205800012;3;
2928438;1203027537;2;
2928549;1132720231;2;
2928550;1132720231;3;
2928551;1132720231;4;
2928552;1132710470;3;
2928553;1132710470;4;
2928554;1132710470;5;
2928555;1132710470;6;
2928556;1132710481;3;
2928557;1132710481;4;
2928558;1132710481;5;
2928559;1132710481;6;
2928560;1132710513;3;
2928561;1132710513;4;
2928562;1132710513;5;
2928563;1132710513;6;
2929270;1016000058;2;
2929271;1016000058;3;
2930327;1011520019;2;
2930328;1011520019;3;
2930604;1113600005;2;
2930605;1113600005;3;
2930654;1100424;2;
2930655;1100424;3;
2930789;1049592;1;1
2930856;1074630;1;1
2930862;1056334;1;1
2930934;1049157;1;1
2930938;1061153;1;1
2930939;1061153;2;
2930957;1087642;1;1
2930977;1203020487;1;1
2930991;1112427;1;1
2931014;1255090028;1;1
2931028;1098930;1;1
2931030;1010765;1;1
2931035;1108866;1;1
2931038;1010761;1;1
2931039;1108684;1;1
2931040;1047734;1;1
2931041;1047737;1;1
2931049;1099657;1;1
2931066;1079145;1;1
2931067;1119256;1;1
2931071;1106602;1;1
2931072;1106602;2;
2931073;1070531;1;1
2931127;1205300019;1;1
2931134;1203027584;1;1
2931145;1132710449;1;1
2931146;1132710449;2;
2931155;1132720230;1;1
2931165;1097845;1;1
2931189;1203023427;1;1
2931193;1203025842;1;1
2931200;1203023987;1;1
2931223;1105490007;1;1
2931226;1105490010;1;1
2931280;1203027599;1;1
2931352;1139010127;1;1
2931368;1153460140;1;1
2931407;1122810301;1;1
2931496;1201300032;1;1
2931523;1203023267;1;1
2931600;1001450028;1;1
2931631;1003934748;1;1
2931632;1003934748;2;
2931633;1003934748;3;
2931634;1003934748;4;
2931635;1003934748;5;
2931636;1003934748;6;
2931637;1003934748;7;
2931638;1003934748;8;
2931675;1007344;1;1
2931692;1009943;1;1
2931752;1013183;1;1
2931788;1016603155;1;1
2931807;1019040063;1;1
2931812;1019090011;1;1
2931815;1019600;1;1
2931818;1021040836;1;1
2931832;1024470;1;1
2931859;1029090680;1;1
2931872;1032340;1;1
2931880;1034413918;1;1
2931890;1036010175;1;1
2931899;1036309;1;1
2931900;1036309;2;
2931901;1036309;3;
2931908;1037690043;1;1
2931922;1040584005;1;1
2931953;1042418528;1;1
2931958;1042419012;1;1
2931959;1042419021;1;1
2931960;1042419021;2;
2931961;1042419023;1;1
2931962;1042419023;2;
2931966;1042432066;1;1
2931969;1042415026;1;1
2931974;1042415381;1;1
2931975;1042415382;1;1
2931977;1042416012;1;1
2931979;1042416014;1;1
2931981;1042416016;1;1
2931982;1042416021;1;1
2931984;1042416024;1;1
2931993;1045180003;1;1
2932001;1045411;1;1
2932002;1045433;1;1
2932009;1048582;1;1
2932010;1048582;2;
2932011;1048587;1;1
2932050;1067803;1;1
2932057;1073831;1;1
2932076;1075678;1;1
2932092;1094570;1;1
2932095;1095506;1;1
2932101;1096355;1;1
2932112;1098360;1;1
2932123;1098994;1;1
2932192;1104816;1;1
2932198;1104867;1;1
2932204;1106500080;1;1
2932210;1107358;1;1
2932211;1107358;2;
2932217;1108391;1;1
2932228;1108954;1;1
2932233;1109207;1;1
2932241;1109684;1;1
2932254;1110748;1;1
2932288;1116323;1;1
2932303;1117427;1;1
2932304;1117428;1;1
2932334;1119400057;1;1
2932340;1119550023;1;1
2932346;1120200014;1;1
2932353;1120200024;1;1
2932377;1121354;1;1
2932378;1121355;1;1
2932379;1121355;2;
2932406;1124806;1;1
2932414;1127620012;1;1
2932439;1133569;1;1
2932450;1135290008;1;1
2932479;1153460041;1;1
2932483;1158510011;1;1
2932487;1158750010;1;1
2932537;1174390006;1;1
2932553;1197400001;1;1
2932599;1203023716;1;1
2932603;1203023824;1;1
2932654;1203026756;1;1
2932661;1203025223;1;1
2932679;1203027542;1;1
2932707;1207590001;1;1
2932734;19002365;1;1
2932735;19002771;1;1
2932758;19045208;1;1
2932779;19724137;1;1
2933036;1049592;2;
2933037;1049592;3;
2933512;1074630;2;
2933513;1074630;3;
2933514;1074630;4;
2933515;1074630;5;
2933516;1074630;6;
2933517;1074630;7;
2933518;1074630;8;
2933519;1074630;9;
2933520;1074630;10;
2933521;1074630;11;
2934058;1049157;2;
2934059;1049157;3;
2934068;1061153;3;
2934069;1061153;4;
2934070;1061153;5;
2934071;1061153;6;
2934169;1087642;2;
2934170;1087642;3;
2934254;1203020487;2;
2934255;1203020487;3;
2934429;1112427;2;
2934430;1112427;3;
2934431;1112427;4;
2934432;1112427;5;
2934668;1098930;2;
2934669;1098930;3;
2934672;1010765;2;
2934673;1010765;3;
2934687;1108866;2;
2934688;1108866;3;
2934694;1010761;2;
2934695;1010761;3;
2934696;1010761;4;
2934697;1108684;2;
2934698;1108684;3;
2934699;1108684;4;
2934700;1108684;5;
2934701;1047734;2;
2934702;1047734;3;
2934703;1047734;4;
2934704;1047737;2;
2934705;1047737;3;
2934724;1099657;2;
2934725;1099657;3;
2934818;1079145;2;
2934819;1079145;3;
2934820;1079145;4;
2934821;1079145;5;
2934822;1079145;6;
2934823;1119256;2;
2934824;1119256;3;
2934825;1119256;4;
2934832;1106602;3;
2934833;1106602;4;
2934834;1106602;5;
2934835;1106602;6;
2934836;1070531;2;
2934837;1070531;3;
2934838;1070531;4;
2935005;1205300019;2;
2935017;1203027584;2;
2935018;1203027584;3;
2935061;1132710449;3;
2935062;1132710449;4;
2935063;1132710449;5;
2935064;1132710449;6;
2935065;1132710449;7;
2935066;1132710449;8;
2935067;1132710449;9;
2935068;1132710449;10;
2935069;1132710449;11;
2935070;1132710449;12;
2935104;1132720230;2;
2935105;1132720230;3;
2935106;1132720230;4;
2935107;1132720230;5;
2935108;1132720230;6;
2935130;1097845;2;
2935346;1203023427;2;
2935352;1203025842;2;
2935380;1203023987;2;
2935647;1105490007;2;
2935648;1105490007;3;
2935651;1105490010;2;
2935652;1105490010;3;
2935653;1105490010;4;
2935962;1203027599;2;
2936500;1153460140;2;
2936501;1153460140;3;
2936502;1153460140;4;
2936503;1153460140;5;
2936504;1153460140;6;
2936992;1122810301;2;
2936993;1122810301;3;
2936994;1122810301;4;
2936995;1122810301;5;
2936996;1122810301;6;
2936997;1122810301;7;
2937411;1201300032;2;
2937412;1201300032;3;
2937690;1203023267;2;
2937691;1203023267;3;
2937692;1203023267;4;
2938111;1099216;1;1
2938126;1132710334;1;1
2938127;1132710334;2;
2938128;1132710334;3;
2938134;1034413901;1;1
2938216;1203024748;1;1
2938217;1203027049;1;1
2938336;1000300162;1;1
2938346;1034413949;1;1
2938444;1011520078;1;1
2938496;1034413848;1;1
2938497;1034413944;1;1
2938510;1042415014;1;1
2938511;1042415363;1;1
2938518;1044073;1;1
2938540;1060084;1;1
2938576;1096353;1;1
2938644;1116336;1;1
2938650;1117650001;1;1
2938664;1120200072;1;1
2938666;1122813450;1;1
2938668;1124807;1;1
2938726;1184440007;1;1
2938746;1203023452;1;1
2938767;1203025383;1;1
2938785;1203094502;1;1
2938793;1203026025;1;1
2938808;1203027257;1;1
2938816;1203027545;1;1
2938820;1203040011;1;1
2938822;1203097197;1;1
2938843;147324768;1;1
2938850;19335672;1;1
2938853;19591250;1;1
2940288;1099216;2;
2940289;1099216;3;
2940319;1132710334;4;
2940320;1132710334;5;
2940321;1132710334;6;
2940322;1132710334;7;
2940323;1132710334;8;
2940324;1132710334;9;
2940325;1132710334;10;
2940326;1132710334;11;
2940327;1132710334;12;
2940328;1132710334;13;
2940329;1132710334;14;
2940330;1132710334;15;
2940343;1034413901;2;
2941080;1203024748;2;
2941081;1203024748;3;
2941082;1203024748;4;
2941083;1203027049;2;
2941084;1203027049;3;
2941988;1000300162;2;
2941989;1000300162;3;
2941990;1000300162;4;
2942126;1034413949;2;
2942127;1034413949;3;
2942128;1034413949;4;
2946421;1013660309;1;1
2946437;1000380101;1;1
2946440;1014454;1;1
2946441;1000300464;1;1
2946450;1010099018;1;1
2946453;1014671;1;1
2946459;1002250450;1;1
2946477;1002251105;1;1
2946485;1010759;1;1
2946488;1010001308;1;1
2946492;1014440030;1;1
2946496;1010027881;1;1
2946497;1010027683;1;1
2946498;1010038504;1;1
2946505;1001300538;1;1
2946506;1001300538;2;
2946507;1001300538;3;
2946515;1001300527;1;1
2946516;1001300527;2;
2946517;1001300527;3;
2946524;1014500120;1;1
2946525;1010012187;1;1
2946549;1010059657;1;1
2946597;1010016700;1;1
2946603;1043654;1;1
2946619;1010037262;1;1
2946623;1011520017;1;1
2946628;1009703;1;1
2946632;1000300171;1;1
2946634;1047960820;1;1
2946635;1000300660;1;1
2946640;1000300255;1;1
2946641;1014782;1;1
2946646;1008463;1;1
2946647;1008461;1;1
2946651;1000300139;1;1
2946652;1000351189;1;1
2946658;1000380005;1;1
2946677;1000302033;1;1
2946680;1000307586;1;1
2946706;1000380049;1;1
2946712;1000300462;1;1
2946722;1000300097;1;1
2946767;1001300956;1;1
2946774;1001450021;1;1
2946794;1001451032;1;1
2946850;1003700001;1;1
2946851;1003700001;2;
2946852;1003700001;3;
2946853;1003700001;4;
2946854;1003700001;5;
2946855;1003700106;1;1
2946856;1003700106;2;
2946857;1003700106;3;
2946858;1003700106;4;
2946859;1003700106;5;
2946860;1003700106;6;
2946861;1003700106;7;
2946864;1003780310;1;1
2946865;1003780310;2;
2946866;1003780310;3;
2946867;1003780310;4;
2946868;1003780310;5;
2946869;1003780310;6;
2946870;1003780311;1;1
2946875;1003780821;1;1
2946876;1003780846;1;1
2946889;1003780942;1;1
2946890;1003780958;1;1
2946891;1003780958;2;
2946892;1003780958;3;
2946893;1003780958;4;
2946894;1003780959;1;1
2946895;1003780959;2;
2946896;1003780959;3;
2946897;1003780959;4;
2946898;1003780959;5;
2946899;1003780959;6;
2946901;1003700034;1;1
2946902;1003700034;2;
2946903;1003700034;3;
2946904;1003700034;4;
2946905;1003700034;5;
2946906;1003700034;6;
2946907;1003700034;7;
2946908;1003700037;1;1
2946909;1003700037;2;
2946910;1003700037;3;
2946911;1003700037;4;
2946912;1003700037;5;
2946913;1003700037;6;
2946914;1003700037;7;
2946915;1003700037;8;
2946916;1003700037;9;
2946921;1003790005;1;1
2946922;1003790006;1;1
2946923;1003790009;1;1
2946927;1003790017;1;1
2946930;1003790021;1;1
2946936;1004440007;1;1
2946937;1004480040;1;1
2946954;1004710185;1;1
2946980;1005330940;1;1
2946985;1005480200;1;1
2947057;1007410;1;1
2947058;1007518;1;1
2947060;1007712;1;1
2947070;1008022;1;1
2947101;1009939;1;1
2947104;1009964;1;1
2947108;1009980;1;1
2947110;1009985;1;1
2947119;1010041046;1;1
2947133;1010068;1;1
2947135;1010070;1;1
2947150;1010059639;1;1
2947173;1010720025;1;1
2947188;1011230370;1;1
2947236;1011520058;1;1
2947237;1011520059;1;1
2947254;1011770200;1;1
2947255;1011770210;1;1
2947256;1011770240;1;1
2947261;1012300530;1;1
2947268;1012910036;1;1
2947270;1012990006;1;1
2947278;1013384;1;1
2947295;1014286;1;1
2947779;1013660309;2;
2947780;1013660309;3;
2947781;1013660309;4;
2947840;1000380101;2;
2947841;1000380101;3;
2947842;1000380101;4;
2947843;1000380101;5;
2947844;1000380101;6;
2947852;1014454;2;
2947853;1014454;3;
2947854;1014454;4;
2947855;1014454;5;
2947856;1014454;6;
2947857;1014454;7;
2947858;1014454;8;
2947859;1014454;9;
2947860;1000300464;2;
2947861;1000300464;3;
2947916;1010099018;2;
2947917;1010099018;3;
2947933;1014671;2;
2947934;1014671;3;
2947935;1014671;4;
2947936;1014671;5;
2947937;1014671;6;
2948107;1002251105;2;
2948108;1002251105;3;
2948109;1002251105;4;
2948110;1002251105;5;
2948111;1002251105;6;
2948112;1002251105;7;
2948113;1002251105;8;
2948114;1002251105;9;
2948115;1002251105;10;
2948116;1002251105;11;
2948117;1002251105;12;
2948118;1002251105;13;
2948119;1002251105;14;
2948120;1002251105;15;
2948204;1010759;2;
2948205;1010759;3;
2948206;1010759;4;
